Date,Price,Car Type,Avg Price,Last 30 days,Last 90 days,YoY Change
09-11-2020,5402.910458020387,1995 4Runner,7485,-3.32,15.9,-49.27
11-11-2020,5071.820968785961,1995 4Runner,7485,-3.32,15.9,-49.27
01-11-2021,6542.339860026042,1995 4Runner,7485,-3.32,15.9,-49.27
03-13-2021,5580.976872714211,1995 4Runner,7485,-3.32,15.9,-49.27
05-13-2021,6877.405314946868,1995 4Runner,7485,-3.32,15.9,-49.27
07-13-2021,8682.162843863362,1995 4Runner,7485,-3.32,15.9,-49.27
09-12-2021,10333.92083217464,1995 4Runner,7485,-3.32,15.9,-49.27
11-12-2021,10575.713601973684,1995 4Runner,7485,-3.32,15.9,-49.27
01-12-2022,9759.710325611888,1995 4Runner,7485,-3.32,15.9,-49.27
03-14-2022,10384.492971407313,1995 4Runner,7485,-3.32,15.9,-49.27
05-14-2022,9951.106208282767,1995 4Runner,7485,-3.32,15.9,-49.27
07-14-2022,9425.907788974278,1995 4Runner,7485,-3.32,15.9,-49.27
09-13-2022,11016.555586636829,1995 4Runner,7485,-3.32,15.9,-49.27
11-13-2022,12778.309925225734,1995 4Runner,7485,-3.32,15.9,-49.27
01-13-2023,12780.030116828397,1995 4Runner,7485,-3.32,15.9,-49.27
03-15-2023,11207.440668824163,1995 4Runner,7485,-3.32,15.9,-49.27
05-15-2023,8409.614657063987,1995 4Runner,7485,-3.32,15.9,-49.27
07-15-2023,9924.900194528112,1995 4Runner,7485,-3.32,15.9,-49.27
09-14-2023,10495.36226222826,1995 4Runner,7485,-3.32,15.9,-49.27
11-14-2023,12464.577153232405,1995 4Runner,7485,-3.32,15.9,-49.27
01-14-2024,13101.717557730924,1995 4Runner,7485,-3.32,15.9,-49.27
03-15-2024,14352.098815917969,1995 4Runner,7485,-3.32,15.9,-49.27
05-15-2024,12519.459846280364,1995 4Runner,7485,-3.32,15.9,-49.27
07-15-2024,10256.39974336846,1995 4Runner,7485,-3.32,15.9,-49.27
09-14-2024,8769.015793441991,1995 4Runner,7485,-3.32,15.9,-49.27
11-14-2024,8460.08486607143,1995 4Runner,7485,-3.32,15.9,-49.27
01-14-2025,7375.822420369379,1995 4Runner,7485,-3.32,15.9,-49.27
03-16-2025,7873.114994085174,1995 4Runner,7485,-3.32,15.9,-49.27
11-02-2008,9725.459735576924,2001 4Runner,10964,8.2,6.18,-6.4
01-02-2009,9860.73744536143,2001 4Runner,10964,8.2,6.18,-6.4
03-04-2009,9998.787957895913,2001 4Runner,10964,8.2,6.18,-6.4
05-04-2009,10127.451391090679,2001 4Runner,10964,8.2,6.18,-6.4
07-04-2009,9579.890971366995,2001 4Runner,10964,8.2,6.18,-6.4
09-03-2009,10070.803492038875,2001 4Runner,10964,8.2,6.18,-6.4
11-03-2009,10555.508922715348,2001 4Runner,10964,8.2,6.18,-6.4
01-03-2010,10297.70924066742,2001 4Runner,10964,8.2,6.18,-6.4
03-05-2010,10448.71157322304,2001 4Runner,10964,8.2,6.18,-6.4
05-05-2010,10667.487514952154,2001 4Runner,10964,8.2,6.18,-6.4
07-05-2010,11034.513630045305,2001 4Runner,10964,8.2,6.18,-6.4
09-04-2010,10002.670955882353,2001 4Runner,10964,8.2,6.18,-6.4
11-04-2010,10029.069622594969,2001 4Runner,10964,8.2,6.18,-6.4
01-04-2011,9618.426160453217,2001 4Runner,10964,8.2,6.18,-6.4
03-06-2011,10071.799028400597,2001 4Runner,10964,8.2,6.18,-6.4
05-06-2011,9941.306747191655,2001 4Runner,10964,8.2,6.18,-6.4
07-06-2011,9815.215667122486,2001 4Runner,10964,8.2,6.18,-6.4
09-05-2011,9605.908391894494,2001 4Runner,10964,8.2,6.18,-6.4
11-05-2011,9379.253936233024,2001 4Runner,10964,8.2,6.18,-6.4
01-05-2012,8959.64597505669,2001 4Runner,10964,8.2,6.18,-6.4
03-06-2012,8889.186340719532,2001 4Runner,10964,8.2,6.18,-6.4
05-06-2012,8609.45663595464,2001 4Runner,10964,8.2,6.18,-6.4
07-06-2012,8711.948433351035,2001 4Runner,10964,8.2,6.18,-6.4
09-05-2012,8448.975555081128,2001 4Runner,10964,8.2,6.18,-6.4
11-05-2012,8110.511835251617,2001 4Runner,10964,8.2,6.18,-6.4
01-05-2013,7937.441526442308,2001 4Runner,10964,8.2,6.18,-6.4
03-07-2013,7946.66226592688,2001 4Runner,10964,8.2,6.18,-6.4
05-07-2013,7799.732075181809,2001 4Runner,10964,8.2,6.18,-6.4
07-07-2013,7958.277694767747,2001 4Runner,10964,8.2,6.18,-6.4
